Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
3.651015,0,-65.76444,1,0,1,0
3.655681,0,-65.76444,1,0,1,0
3.660894,0,-66.48646,1,0,1,0
3.667319,0,-66.48646,1,0,1,0
3.672467,0,-66.48646,1,0,1,0
3.677068,0,-66.48646,1,0,1,0
3.682501,0,-67.21239,1,0,1,0
3.687842,0,-67.21239,1,0,1,0
3.692034,0,-67.21239,1,0,1,0
3.697401,0,-67.21239,1,0,1,0
3.701847,0,-67.94226,1,0,1,0
3.708844,0,-67.94226,1,0,1,0
3.714201,0,-67.94226,1,0,1,0
3.719675,0,-67.94226,1,0,1,0
3.724445,0,-68.67605,1,0,1,0
3.731431,0,-68.67605,1,0,1,0
3.736588,0,-68.67605,1,0,1,0
3.741164,0,-69.41376,1,0,1,0
3.747062,0,-69.41376,1,0,1,0
3.75312,0,-69.41376,1,0,1,0
3.756981,0,-69.41376,1,0,1,0
3.761193,0,-70.1554,1,0,1,0
3.767743,0,-70.1554,1,0,1,0
3.773312,0,-70.1554,1,0,1,0
3.778713,0,-70.1554,1,0,1,0
3.784223,0,-70.90096,1,0,1,0
3.792108,0,-70.90096,1,0,1,0
3.801316,0,-71.65044,1,0,1,0
3.806878,0,-71.65044,1,0,1,0
3.810962,0,-71.65044,1,0,1,0
3.815809,0,-71.65044,1,0,1,0
3.819676,0,-71.65044,1,0,1,0
3.823585,0,-72.40385,1,0,1,0
3.832176,0,-72.40385,1,0,1,0
3.838225,0,-72.40385,1,0,1,0
3.842129,0,-73.16118,1,0,1,0
3.846932,0,-73.16118,1,0,1,0
3.850839,0,-73.16118,1,0,1,0
3.85447,0,-73.16118,1,0,1,0
3.85826,0,-73.16118,1,0,1,0
3.861815,0,-73.92243,1,0,1,0
3.866962,0,-73.92243,1,0,1,0
3.87047,0,-73.92243,1,0,1,0
3.87484,0,-73.92243,1,0,1,0
3.878401,0,-73.92243,1,0,1,0
3.883119,0,-74.68761,1,0,1,0
3.887833,0,-74.68761,1,0,1,0
3.891847,0,-74.68761,1,0,1,0
3.896103,0,-74.68761,1,0,1,0
3.90049,0,-75.45672,1,0,1,0
3.905767,0,-75.45672,1,0,1,0
3.910194,0,-75.45672,1,0,1,0
3.914767,0,-75.45672,1,0,1,0
3.919608,0,-75.45672,1,0,1,0
3.92486,0,-76.22974,1,0,1,0
3.932424,0,-76.22974,1,0,1,0
3.938392,0,-76.22974,1,0,1,0
3.944868,0,-77.0067,1,0,1,0
3.964672,0,-77.78757,1,0,1,0
3.986037,0,-78.57237,1,0,1,0
4.02221,0,-80.15375,1,0,1,0
4.088916,0,-82.55524,1,0,1,0
4.128112,0,-84.17585,1,0,1,0
4.153463,0,-84.99204,1,0,1,0
4.16926,0,-85.81216,1,0,1,0
4.177564,0,-85.81216,1,0,1,0
4.183908,0,-86.6362,1,0,1,0
4.195652,0,-86.6362,1,0,1,0
4.207869,0,-87.46416,1,0,1,0
4.226419,0,-88.29605,1,0,1,0
4.234855,0,-88.29605,1,0,1,0
4.239751,0,-88.29605,1,0,1,0
4.245704,0,-89.13187,1,0,1,0
4.259611,0,-89.13187,1,0,1,0
4.268842,0,-89.9716,1,0,1,0
4.284257,0,-90.81526,1,0,1,0
4.309674,0,-91.66285,1,0,1,0
4.321742,0,-92.51436,1,0,1,0
4.331513,0,-92.51436,1,0,1,0
4.337813,0,-92.51436,1,0,1,0
4.343793,0,-93.36979,1,0,1,0
4.349808,0,-93.36979,1,0,1,0
4.354878,0,-93.36979,1,0,1,0
4.360893,0,-94.22915,1,0,1,0
4.367726,0,-94.22915,1,0,1,0
4.371287,0,-94.22915,1,0,1,0
4.377114,0,-94.22915,1,0,1,0
4.382008,0,-95.09243,1,0,1,0
4.387543,0,-95.09243,1,0,1,0
4.393314,0,-95.09243,1,0,1,0
4.399585,0,-95.09243,1,0,1,0
4.40698,0,-95.95963,1,0,1,0
4.417633,0,-95.95963,1,0,1,0
4.425622,0,-96.83076,1,0,1,0
4.434605,0,-96.83076,1,0,1,0
4.441257,0,-97.70582,1,0,1,0
4.451786,0,-97.70582,1,0,1,0
4.457211,0,-97.70582,1,0,1,0
4.463838,0,-98.58479,1,0,1,0
4.470872,0,-98.58479,1,0,1,0
4.477069,0,-98.58479,1,0,1,0
4.483449,0,-99.4677,1,0,1,0
4.496009,0,-99.4677,1,0,1,0
4.501751,0,-100.3545,1,0,1,0
4.515548,0,-100.3545,1,0,1,0
4.523116,0,-101.2453,1,0,1,0
4.528138,0,-101.2453,1,0,1,0
4.533574,0,-101.2453,1,0,1,0
4.538325,0,-101.2453,1,0,1,0
4.542959,0,-102.1399,1,0,1,0
4.548843,0,-102.1399,1,0,1,0
4.553093,0,-102.1399,1,0,1,0
4.557649,0,-102.1399,1,0,1,0
4.561851,0,-103.0385,1,0,1,0
4.56809,0,-103.0385,1,0,1,0
4.572459,0,-103.0385,1,0,1,0
4.576738,0,-103.0385,1,0,1,0
4.581089,0,-103.9411,1,0,1,0
4.586808,0,-103.9411,1,0,1,0
4.591883,0,-103.9411,1,0,1,0
4.596467,0,-103.9411,1,0,1,0
4.60224,0,-104.8475,1,0,1,0
4.608515,0,-104.8475,1,0,1,0
4.615008,0,-104.8475,1,0,1,0
4.620723,0,-105.7579,1,0,1,0
4.627037,0,-105.7579,1,0,1,0
4.631213,0,-105.7579,1,0,1,0
4.636972,0,-105.7579,1,0,1,0
4.642154,0,-106.6722,1,0,1,0
4.648396,0,-106.6722,1,0,1,0
4.653038,0,-106.6722,1,0,1,0
4.656999,0,-106.6722,1,0,1,0
4.66132,0,-107.5904,1,0,1,0
4.667831,0,-107.5904,1,0,1,0
4.674911,0,-107.5904,1,0,1,0
4.684384,0,-108.5125,1,0,1,0
4.690169,0,-108.5125,1,0,1,0
4.695013,0,-108.5125,1,0,1,0
4.699826,0,-108.5125,1,0,1,0
4.704027,0,-109.4386,1,0,1,0
4.709017,0,-109.4386,1,0,1,0
4.714696,0,-109.4386,1,0,1,0
4.723507,0,-110.3686,1,0,1,0
4.733006,0,-110.3686,1,0,1,0
4.737484,0,-110.3686,1,0,1,0
4.742919,0,-111.3025,1,0,1,0
4.748425,0,-111.3025,1,0,1,0
4.752972,0,-111.3025,1,0,1,0
4.758569,0,-111.3025,1,0,1,0
4.763592,0,-112.2403,1,0,1,0
4.77022,0,-112.2403,1,0,1,0
4.775417,0,-112.2403,1,0,1,0
4.779987,0,-112.2403,1,0,1,0
4.785345,0,-113.1821,1,0,1,0
4.790696,0,-113.1821,1,0,1,0
4.796433,0,-113.1821,1,0,1,0
4.800859,0,-114.1278,1,0,1,0
4.80654,0,-114.1278,1,0,1,0
4.810766,0,-114.1278,1,0,1,0
4.815187,0,-114.1278,1,0,1,0
4.819683,0,-114.1278,1,0,1,0
4.82437,0,-115.0774,1,0,1,0
4.82893,0,-115.0774,1,0,1,0
4.833599,0,-115.0774,1,0,1,0
4.838121,0,-115.0774,1,0,1,0
4.842003,0,-116.0309,1,0,1,0
4.84739,0,-116.0309,1,0,1,0
4.852061,0,-116.0309,1,0,1,0
4.85557,0,-116.0309,1,0,1,0
4.859097,0,-116.0309,1,0,1,0
